0.5	1.00005
0.8	0.999853
1.1	0.998439
1.4	0.991548
1.7	0.969533
2	0.91544
2.3	0.817478
2.6	0.678463
2.9	0.564867
3.2	0.475305
3.5	0.415172
3.8	0.377097
